관광지명,관광지분류,주소,운영상세사항,관광지설명,경도,위도,분류,반려견제한사항
제주커피수목원,테마파크,제주특별자치도 서귀포시 안덕면 사계리 3136,연중무휴 / (평일+주말+공휴일)09:00~18:00,다양한 체험이 가능한 커피수목원 / ,126.2872649,33.23855212,마을 관광자원,
대정향교,관광지,제주특별자치도 서귀포시 안덕면 사계리 3126-1,연중무휴 / ,서귀포시 안덕면 사계리에 있는 조선시대의 향교 / ,126.2883834,33.23954804,마을 관광자원,
산방굴사,관광지,제주특별자치도 서귀포시 안덕면 사계리 3693,연중무휴 / (평일+주말+공휴일)08:30~18:00,불상이 있어 사찰로 불리는 아름다운 풍광을 가진 산방굴사 / 1000원(성인)+500원(청소년+어린이),126.3130893,33.2379626,마을 관광자원,
형제섬,자연,제주특별자치도 서귀포시 안덕면 사계리 산 44,연중무휴 / ,바다 한가운데 바위처럼 보이는 크고 작은 섬 2개가 사람의 형과 아우처럼 마주보고 있다 하여 붙여진 형제섬 / ,126.3143429,33.21000356,마을 관광자원,
형제해안로전망대,관광지,제주특별자치도 서귀포시 안덕면 사계리 2147-13,연중무휴 / ,형제섬이 보이는 형제해안로 전망대 / ,126.3038673,33.22784929,마을 관광자원,
용머리하멜상선전시관,전시관,제주특별자치도 서귀포시 안덕면 사계리 116-7,연중무휴 / (평일+주말+공휴일+하절기)08:00~18:00+(평일+주말+공휴일+동절기)08:00~17:00,제주에 표류했던 네델란드인 하멜을 기념하기 위한 전시관 / 2500원(성인)+1500원(청소년+어린이),126.3137051,33.23330914,마을 관광자원,
산방산 랜드,테마파크,제주특별자치도 서귀포시 안덕면 사계리 117-2,연중무휴 / (평일+주말+공휴일+하절기)09:00~19:00+(평일+주말+공휴일+동절기)09:00~18:00,"산방산과 용머리 해안 관광지구에 설치된 곳으로 바이킹시설, 야구연습장 등  다양한 시설이 있는 곳 / ",126.311695,33.23379167,마을 관광자원,
용머리해안,해수욕장+해변,제주특별자치도 서귀포시 안덕면 사계리 112-3,연중무휴 / (평일+주말+공휴일)10:30~17:00,사계리에 위치한 천연기념물 제526호 용머리해안 / 2000원(성인)+1000원(청소년+어린이),126.3147424,33.23166941,마을 관광자원,
사계해변,해수욕장+해변,제주특별자치도 서귀포시 안덕면 사계리 2032-51,연중무휴 / ,산방산 바로 아래쪽에 위치한 작고 한적한 해변 / ,126.3086052,33.22867589,마을 관광자원,
파더스가든,테마파크,제주특별자치도 서귀포시 안덕면 상창리 804,연중무휴 / (평일+주말+공휴일)09:00~18:00,1966년부터 가꿔온 조경수농장을 2021년부터 관광농원으로 지정하여 약 50여년만에 오픈한 공간 / 10000원(성인)+8000원(어린이+청소년+경로+군인),126.3657545,33.27994772,마을 관광자원,
낭만농장 귤밭76번지,테마파크,제주특별자치도 서귀포시 안덕면 상창리 906,연중무휴 / (평일+주말+공휴일)10:00~17:00,제주도에서 귤 농사를 짓고 있는 청년들의 손길에서 비롯된 곳 / 2000원(입장료),126.3651497,33.28304844,마을 관광자원,
로빈맘금귤따기,테마파크,제주특별자치도 서귀포시 안덕면 상창리 1978,연중무휴 / (평일+주말+공휴일)09:30~17:00,감귤 따기 체험을 할 수 있는 농장 / 10000원(금귤1kg),126.351473,33.29239067,마을 관광자원,
피규어뮤지엄제주,전시관,제주특별자치도 서귀포시 안덕면 상창리 1875-8,월요일 / (평일+주말+공휴일)11:00~19:00,피규어 및 토이를 테마로 테마파크의 기능을 접목시킨 새로운 개념의 뮤지엄 / 15000원(성인)+13500원(청소년)+12000원(어린이),126.3553138,33.2819835,마을 관광자원,
세계자동차&피아노 박물관,전시관,제주특별자치도 서귀포시 안덕면 상창리 2065-4,연중무휴 / (평일+주말+공휴일)09:00~18:00,인간이 만든 가장 위대한 발명품인 역동적인 자동차와 인간의 감성을 가장 잘 표현해주는 악기 예술의 상징 피아노의 역사와 문화의 모든 것을 볼 수 있는 공간 / 13000원(성인)+12000원(청소년+어린이)+10000원(경로+장애인),126.3497557,33.28383328,마을 관광자원,
카멜리아힐,테마파크,제주특별자치도 서귀포시 안덕면 상창리 271,연중무휴 / (평일+주말+공휴일+하절기)08:30~19:00+(평일+주말+공휴일+동절기)08:30~18:00+(평일+주말+공휴일+간절기)08:30~18:30,80여 개국 500여 품종의 수많은 동백꽃을 만날 수 있는 곳 / 9000원(성인)+7000원(청소년+경로+군인)+6000원(장애인+보훈대상+4.3유족+어린이),126.3700054,33.28963464,마을 관광자원,
소병악오름,오름,제주특별자치도 서귀포시 안덕면 상창리 산 2-1, / ,울창한 자연림의 숲을 이루고 있는 소병악 / ,126.3743069,33.30834791,마을 관광자원,
대병악오름,오름,제주특별자치도 서귀포시 안덕면 상창리 산 2-1, / ,오름 꼭대기 언저리가 마치 여자의 얹은머리 모양과 닮았다고 해서 여진머리오름이라는 이름이 있는 오름 / ,126.3682552,33.30625711,마을 관광자원,
뽀로로 & 타요테마파크,테마파크,제주특별자치도 서귀포시 안덕면 상창리 80,연중무휴 / (평일+주말+공휴일)10:00~18:00,아이들에게 인기만점인 캐릭터 뽀로로와 타요를 만날 수 있는 테마파크 / 30000원(테마파크종합이용권성인)+40000원(테마파크종합이용권어린이)+15000원(타요트램플린존이용권성인+뽀로로파크존이용권성인+Big3이용권)+25000원(타요트램플린존이용권어린이+뽀로로파크존이용권어린이)+20000원(Big5이용권),126.3708258,33.3004187,마을 관광자원,
헬로키티아일랜드,테마파크,제주특별자치도 서귀포시 안덕면 상창리 1963-2,연중무휴 / (평일+주말+공휴일)09:00~18:00,많은 사랑을 받고 있는 헬로키티 전시관 / 14000원(성인)+13000원(청소년)+11000원(어린이),126.3520466,33.29014301,마을 관광자원,
포도뮤지엄,전시관,제주특별자치도 서귀포시 안덕면 상천리 837,화요일 / (평일+주말+공휴일)10:00~18:00,다양성을 존중하고 서로의 생각을 공유하는 열린 문화공간 / 10000원(성인)+6000원(청소년)+4000원(어린이),126.3859735,33.31927503,마을 관광자원,
본태박물관,전시관,제주특별자치도 서귀포시 안덕면 상천리 380,연중무휴 / (평일+주말+공휴일)10:00~18:00,차용된 빛과 물이 조화롭게 어우러진 박물관 / 20000원(성인)+12000원(학생)+10000원(미취학),126.3924802,33.30377225,마을 관광자원,
수풍석 뮤지엄,전시관,제주특별자치도 서귀포시 안덕면 상천리 796,토요일+일요일+공휴일 / (평일)10:00~17:00,"수(水) ∙ 풍(風) ∙ 석(石)뮤지엄은 제주도의 으뜸 요소인 물, 바람, 돌을 각각의 테마로 삼고 있는 공간 / 30000원(성인)+15000(초등학생)",126.3898026,33.29992277,마을 관광자원,
영아리,오름,제주특별자치도 서귀포시 안덕면 상천리 산 19, / ,안덕면 상천리 산24번지 일대에 걸쳐 있는 오름 / ,126.3999625,33.33005226,마을 관광자원,
아라고나이트 고온천,테마파크,제주특별자치도 서귀포시 안덕면 상천리 380-7,매월3번째수요일 / (평일+주말+공휴일)07:00~21:00,국내 유일의 아라고나이트 심층 고온천 / 35000원(성인)+17500원(어린이),126.3921502,33.30296708,마을 관광자원,
무민랜드제주,전시관,제주특별자치도 서귀포시 안덕면 상천리 470-6,연중무휴 / (평일+주말+공휴일)10:00~19:00,무민 이야기가 예술로 살아 숨쉬는 감성 공간 / 15000원(성인)+14000원(청소년)+12000원(어린이),126.381831,33.30651247,마을 관광자원,
신화역사공원,공원,제주특별자치도 서귀포시 안덕면 서광리 산24-8,연중무휴 / (평일+주말+공휴일)00:00~24:00,제주의 신화·역사를 핵심 테마로 한 복합관광단지 / 무료,126.3173224,33.29894392,마을 관광자원,
이상한나라의 앨리스,관광지,제주특별자치도 서귀포시 안덕면 서광리 717-3,연중무휴 / (평일+주말+공휴일)09:00~19:00,국내 최초 거울로 된 미로! 이상한 나라의 앨리스 안은 마치 아주 넓은 공간에 들어온 느낌으로 배경과 함께 즐기면서 미로 탈출을 체험하는 공간 / 6000원(성인)+5000원+(청소년+어린이+성인단체20인이상)+4000원(청소년단체20인이상+어린이단체20인이상),126.3216056,33.28897754,마을 관광자원,
서광리123카페,음식점/카페,제주특별자치도 서귀포시 안덕면 서광리 122,연중무휴 / (평일+주말+공휴일)10:00~21:00,핑크뮬리 관광명소 / 3000원(입장료),126.3336473,33.28589606,마을 관광자원,
소인국테마파크,테마파크,제주특별자치도 서귀포시 안덕면 서광리 725,연중무휴 / (평일+주말+공휴일)09:00~18:00,"소인국 테마파크는 2만여평의 부지에 30여개국 100여점의 유명 건축물 미니어처와 제주도의 돌문화, 민속신앙, 공룡화석 등을 갖춘 복합문화공간으로 국내 최대의 미니어처 테마파크 / 12000원(성인)+9000원(청소년+군인+경로+장애인)+7000원(어린이)",126.3225515,33.29056728,마을 관광자원,
트로이테마농원,테마파크,제주특별자치도 서귀포시 안덕면 서광리 1412,연중무휴 / (평일+공휴일+하절기)09:00~18:00+(평일+공휴일+동절기)09:00~17:00,감귤 밭에서 이색 승마체험을 즐길 수 있는 관광농원 / 12000원(승마체험)+5000원(감귤체험),126.302123,33.29073601,마을 관광자원,
제주신화전설탐방로신나락만나락,관광지,제주특별자치도 서귀포시 안덕면 서광리 산39,연중무휴 / (평일+주말+공휴일)00:00~24:00,32㎞의 곶자왈 숲길과 돌담길로 이뤄진 탐방로 / 무료,126.2994374,33.30472285,마을 관광자원,
제주항공우주박물관,전시관,제주특별자치도 서귀포시 안덕면 서광리 산39,매월2번째월요일 / (평일+주말+공휴일)09:00~18:00,"제주항공우주박물관(JAM)은 미래 첨단산업인 우주와 항공을 테마로 교육과 엔터테인먼트를 접목한 체험형 공간과 전시프로그램, 천문대와 전망대 등을 조성하여 방문객들에게 꿈과 비전을 제시함 / 10000원(성인개인)+9000원(성인단체)+8000원(청소년단체+어린이개인)",126.2996913,33.30419233,마을 관광자원,
오설록티뮤지엄,전시관,제주특별자치도 서귀포시 안덕면 서광리1235-1,연중무휴 / (평일+주말+공휴일)09:00~19:00,국내 최초의 차박물관 / 무료,126.2894877,33.30591733,마을 관광자원,
신화워터파크,테마파크,제주특별자치도 서귀포시 안덕면 서광리 산24,연중무휴 / (평일+주말+공휴일)12:00~20:00,"파도풀, 유수풀을 포함한 18개의 풀과 슬라이드, 6개의 식음 매장, 찜질방까지 갖춘 제주 최대 실내외 워터파크로 3,000명까지 동시 수용할 수 있음 / 60000원(자유이용권)",126.3153914,33.30595681,마을 관광자원,
신화테마파크,테마파크,제주특별자치도 서귀포시 안덕면 서광리 산35-16,연중무휴 / (평일+주말+공휴일)10:00~20:00,한국 토종 애니메이션으로 세계적인 인기를 끈 라바의 세계관이 곳곳에 심어진 정통 테마파크 / 40000원(자유이용권)+17000원(빅3)+6000원(싱글라이드),126.31528,33.30475706,마을 관광자원,
신산오름,오름,제주특별자치도 서귀포시 안덕면 창천리 328, / ,"원형 분화구에서 북쪽으로의 용암유출에 의해 북쪽으로 터진 형태의 말굽형 화구를 이루고 있으며, 오름 사면 대부분이 감귤 밭과 묘지로 이루어져 있음 / ",126.3624799,33.26286001,마을 관광자원,
화순곶자왈생태탐방숲길,관광지,제주특별자치도 서귀포시 안덕면 화순리 2045-5,연중무휴 / (평일+주말+공휴일)00:00~24:00,"하나의 숲에서 북방한계식물과 남방한계식물을 동시에 관찰할 수 곳이며, 총 9km에 걸쳐 분포하나, 기본 코스의 경우 보통 걸음으로 30~40분이며 한 바퀴를 다 둘러볼 수 있음 / 무료",126.3319324,33.2640498,마을 관광자원,
화순금모래해변,해수욕장+해변,제주특별자치도 서귀포시 안덕면 화순리 776-8,연중무휴 / (평일+주말+공휴일)00:00~24:00,"소금막 해변 백사장이 넓게 펼쳐져 있고 뒤로는 산방산이 있으며, 앞으로는 가파도, 마라도, 형제섬 등이 한눈에 펼쳐져, 마치 동양의 산수화를 연상케 할 만큼 아름다운 해변이 있음 / 무료",126.3335908,33.23998555,마을 관광자원,
화순금모래해수욕장 담수풀장,해수욕장+해변,제주특별자치도 서귀포시 안덕면 화순리 851-3,동절기+간절기 / (평일+주말+공휴일)10:00~19:00,"용천수를 활용한 풀장이어서 물이 차갑지만, 소금끼 없는 깨끗한 물에서 바다를 바라보며 물놀이를 즐길 수 있어 인기가 좋음 / 무료",126.3314397,33.24102665,마을 관광자원,
갑선이오름,오름,제주특별자치도 서귀포시 표선면 가시리 산 2, / ,"비고 83m의 말굽형 화구를 지닌 화산체로, 껍질을 미처 벗지 못한 매미의 굼벵이와 그 모습이 닮아 붙여진 명칭 / ",126.7816587,33.36085811,마을 관광자원,
설오름,오름,제주특별자치도 서귀포시 표선면 가시리 산1 , / ,"비고 98m의 말굽형 화구를 지닌 화산체로, 가시리를 통과하는 가마천이 오름 서측 화구를 휘돌아 흐름 / ",126.7695443,33.3710606,마을 관광자원,
따라비오름,오름,제주특별자치도 서귀포시 표선면 가시리 산62, / ,"비고 107m의 복합형 화산체로, 3개의 굼부리가 이어진 모습이 특징 / ",126.7528573,33.38870473,마을 관광자원,
대록산(큰사슴이오름),오름,제주특별자치도 서귀포시 표선면 가시리 산68, / ,"대록산 정상에 올라가면 제주 동부권의 여러 오름을 조망할 수 있으며, 정석비행장에서의 연습용 항공기 이착륙을 볼 수 있는 오름 / ",126.7295424,33.39913515,마을 관광자원,
가문이오름,오름,제주특별자치도 서귀포시 표선면 가시리 산158-2, / ,"말굽형의 분화구를 하고 있는 가문이 오름은 흰 노루귀, 분홍 노루귀 등의 생소한 야생화가 자라고 있으며, 울창한 숲이 우거져 '신령스러운 산'이라는 의미도 포함함 / ",126.688208,33.40213522,마을 관광자원,
