,식당명,닉네임,리뷰,방문일자
74,제주오성 갈치조림 제주도 중문 본점,보들선생27,갈치 정말 맛있고 매장도 깨끗해서 좋아요!!!,4.16.화
75,제주오성 갈치조림 제주도 중문 본점,뙈지이,아이들과 첫 제주도 여행인데 이리저리 검색하다가 발견했어요! 갈치구이 통으로 먹어본 적 없는데 음식점에서 ㅎㅎ 탁월한 선택 구성도 넘 맘에 들고^^ 맛도있어요!! 음식점 엄청 넓고 깔끔해요 ㅎㅎ ,2.26.월
76,제주오성 갈치조림 제주도 중문 본점,새녁24,"여미지 식물원 방문 후 점심식시늘 위해 바 문했는데 정말 너무너무 배부르게 맛있게 먹었어요!!통갈치구이 가시도 다 손질해주시구 조림도 식지 않게 불조절 너무 잘 해주셔서 따뜻하게 먹었습니다~기본으로 나오는 국 외에 성게 미역국도 시켜서 먹었는데, 너무 맛있었어요. 엄마랑 둘이 먹기에는 양이 많았지만 맛있어서 어떻게든 먹었네요ㅎㅎ ",2.22.목
77,제주오성 갈치조림 제주도 중문 본점,juhee199041,"아이들 생선구이 좋아해서 왔어요!!
평 보고 왔는데 음식 깔끔하고 매장깔끔하고
맛있게 먹고가요😊",4.6.토
78,제주오성 갈치조림 제주도 중문 본점,학꽁치대가리,"아이와 함께 온 첫 제주도 가족여행
주차장도 넓고 매장도 넓어서 쾌적한 분위기 속에서 기분 좋게 식사
갈치구이 발골해주셔서 편하고 맛있게 잘 먹었습니다",4.6.토
79,제주오성 갈치조림 제주도 중문 본점,eun****,친구와 제주도 여행와서 갈치조림 맛집 찾아서 제주오성에 오게되었는데 정말 너무 맛있어요 ㅠㅠ 반찬도 전부 맛있고 셀프바로 편하게 이용할수 있는 점도 정말 좋았습니다. 양도 많고 맛도 있어서 다음 여행에도 또 방문하고싶어요 ㅎㅎ,1.26.금
80,제주오성 갈치조림 제주도 중문 본점,jun****,제주도에 와서 갈치 조림과 구이는 처음 먹어보는데 되게 맛있어요! 다음에 다시 여행와서 재방문 의사 있을것 같아용~ 매장도 되게 넓어서 쾌적하고 가족들과 편하게 대화 나누면서 먹을 수 있던것 같아요 최고!!!,2.13.화
81,제주오성 갈치조림 제주도 중문 본점,디자인이룸24,"갈치맛집이라 저녁 먹으러 고고~ 주차장 넓어서 편해요  2층이 식당이  넓어서 편하게 식사할수 있었답니다 반찬은 셀프코너 이용 저희
는 구이.조림 4인세트 주문 구이는 직접 다 손질해 주셔서 먹기 편해요 해산물갈치조림은 보글보글 데워먹을수 있어마지막까지 맛있게 
먹을수 있답니다 문어튀김 맛있어요 구이 조림 다 맛있게 푸짐하게 싱싱한 갈치 요리 잘 먹었답니다 제주오성 맛있다😋",2.13.화
82,제주오성 갈치조림 제주도 중문 본점,치치9645,"점심먹으러 어른 2, 유아 2 이렇게 방문했습니다. 기본 반찬에 어묵볶음, 된장미역국, 잡채, 샐러드, 구운김 (간 없는) 있어서 넘 좋았어
요. 아이 먹이기 딱 좋은 구성! 간도 세지 않아 조림이랑 전체적으로 음식이 조화로왔구요. 저희는 원래 밥도 잘 안 먹어서 공깃밥 3개 다
먹을까 말까하는데 여긴 진정 밥 도둑입니다 ㅎㅎㅎㅎ생선조림도 평소에 잘 찾는 음식인데 잘 진짜 맛있게먹었구요. 아이들도 밥...",1.31.수
83,제주오성 갈치조림 제주도 중문 본점,남가민,너무너무 맛있어요ㅠㅜ 갈치조림이 엄마가 해준 것보다 더 맛있네요!! 반찬도 너무 잘나오고 특히 김이 너무 맛있어요! 김에 갈치조림 싸먹으면 짱 ㅠㅠ,3.28.목
84,제주오성 갈치조림 제주도 중문 본점,dnfldidhddl38,"제주도 중문 맛집 검색하고 검색하다가 찐!! 맛집을 찾았어요^^ 가격도 괜찮고 와우!!! 갈치 살 진짜 많아요^^
아이들은 갈치구이, 어른은 갈치조림^^ 김에 싸서 맛있게 잘먹었습니다.!!!!^^ 김도 너무맛있어서 계속 집어먹었어요^^ 매장도넓고 가족,연인 등등 강추해요^^ ",1.17.수
85,제주오성 갈치조림 제주도 중문 본점,찬희5019,"동생이랑 둘이 왔는데 두 명이서 먹기에 양이 많아서 좋았어요~~ 너무 맛있어서 완뚝 했습니다! 반찬들도 맛있고 간도 적당하고 고등어
구이가 담백하고 너무 맛있었어요!! 진짜 다른말 필요없이 너무 맛있었습니다~~!! 매장도 깨끗하고 주차공간도 넓고 서비스도 친절한 
식당이에요!! 제주도 와서 모든게 완벽한 식당이었습니다!",2.19.월
86,제주오성 갈치조림 제주도 중문 본점,kshbsb81,"제주도 가면 또가고 싶은 갈치조림 맛집이에요.
통갈치구이에 갈치조림까지 간도 딱 맛있고 신선하고 고소하더라고요.  거기에 손질까지 다 해주니 먹기 편해서 좋았어요.",2.16.금
87,제주오성 갈치조림 제주도 중문 본점,리버스14,"힙한 돌하르방이 반겨주는 곳이었습니다. 오랜전통이 있는 곳이라해서 방문했는데 건물도 으리으리 크고 주차장도 넓어서 쾌적한 느낌
입니다. 근처 갈치집 알아봤을 때 이 구성에 이 가격인 곳이 없기도했고 리뷰가 좋아서 방문했는데 대만족입니다. 갈치 크기도 어마무시
한데 살 다 발라주시고, 갈치 조림도 꿀맛이었습니다. 아이와 방문하여 2인 셋트+공기밥 시켰는데 평소 대식가인 저희가족모두 ...",1.29.월
88,제주오성 갈치조림 제주도 중문 본점,달이차는,"가족끼리 제주도 여행 왔다가 지인 추천으로 방문 했는데 너무 만족하고 갑니다 ㅎㅎ
제주도 첫날 식당을 실패해서 슬펐는데 ㅠ ㅠ 갈치를 맛있게 먹고 기분이 좋아졌어요 제주도 놀러오시는 분들 이 집 추천 드릴게요 !! 1층에 소품샵도 있어서 배부를 때 구경하기 딱입니다 ㅎㅎ",2.27.화
89,제주오성 갈치조림 제주도 중문 본점,서진50,"스타벅스 왔다가 근처에 급하게 찾은 곳인데 일단 주차도 너무 편하고 매장도 넓고 쾌적한데 테이블까지 넓어서 너무 편했어요 가족단위 손님도 많은 거 같고 어떤 걸 시켜도 양이 엄청 푸짐해서 남자친구랑 둘이 2인세트 먹었는데 엄청 배부르게 먹고 나왔네요
일층은 소품샵이라 식사하고 나가는 길에 구경하기 딱 좋아요~~",2.17.토
90,제주오성 갈치조림 제주도 중문 본점,seu****,"양 많고 맛있어요~!! 밥 두그릇씩 클리어^^!!! 매장도 넓고 쾌적해서 여유롭게 식사할 수 있어 좋아요^^ 가족 단위로 많이 오니 다음 여행
엔 부모님 모시고 오면 너무 좋아하실거 같습니다!!잘 먹었습니다!!",3.24.일
91,제주오성 갈치조림 제주도 중문 본점,남자몽,부모님 모시고 함께 제주여행 왔는데 공간도 넓고 한 끼 제대로 먹을 수 있었어요. 양도 진짜 배터질만큼 주시고 갈치구이 처음 먹어보는데 너무 맛있었습니다!,2.19.월
92,제주오성 갈치조림 제주도 중문 본점,sungbin1059,"정갈하게 나오고 밑반찬이랑 다 맛이좋습니다.
자리에서 편하게 주문가능한점과 창밖뷰도 이쁘네요",3.25.월
93,제주오성 갈치조림 제주도 중문 본점,BU29,뽀로로테마파크 갔다가 갈치먹으러 급왔는데 주차장도 넓고 가게안도 깔끔해요 맛있게먹고갑니다,4.15.월
94,제주오성 갈치조림 제주도 중문 본점,정승현4,메뉴구성이 정말 알차고 양도 많아서 좋았던것 같아요!! 5인 세트를 시키니 정말 커다란 갈치가 나오더라고요!! 제주 오시면 꼭한번 방문하셔서 갈치 드시고 가셔용!!😊,3.10.일
95,제주오성 갈치조림 제주도 중문 본점,보물창고26,여미지식물원 보고나와서  서귀포 유명 음식점을 가다가 제주오성을 차를 돌려 식사하러 왔어요.갈치구이는 먹기좋게 손질해 주셨어요.김에 싸서 먹는법도 알려주시는 친절함.샐러드바가 있어서 추가로 반찬을 먹을수있어요.오랜만에 무척 맛나게 먹 고 갑니다.재방문하고 싶은 제주오성. 모두 건강하세요~,2.22.목
96,제주오성 갈치조림 제주도 중문 본점,mind control85,제주도 중문 갈치맛집입니다! 외관도 내부도 모두다 깔끔하고 음식도 정갈하네요~ 가격대비 구성도 알찹니다!! 맛있게먹고갑니다~^^,3.14.목
97,제주오성 갈치조림 제주도 중문 본점,복궁이65,"처음 왔는데 가성비도 좋고 너무나 양도 많아서 만족 합니다~ 
제주도 올때 또 방문할게요",4.7.일
98,제주오성 갈치조림 제주도 중문 본점,쭈쭈바019,"제주도카페추천받아왔어요 ㅋ 갈치진짜 맛나구요 고등어구이랑 성게미역국 까지 추가했는데 ㅋ 찐맛집이에요 직원분들 진짜친절 ㅋㅋ
 다음에 재방문할게용",2.25.일
99,제주오성 갈치조림 제주도 중문 본점,금붕어44,"아이랑 방문했어요 놀이방있어서 밥먹고 잠깐
놀기도 좋았어요 갈치도 크고 양념도 맛있고 가격도 좋는거같아요 반찬도맛있고 직원분들 모두 친절해서 좋았어요",3.19.화
100,제주오성 갈치조림 제주도 중문 본점,kan****,갈치가 넘 부드럽고 껍질에 붙어있는 소금때문에 짭짤해서 맛있었어요!! 직원분들도 친절하고 매장이 넓어서 쾌적했슴니당,3.25.월
101,제주오성 갈치조림 제주도 중문 본점,Suzzan,태교여행 중에 갈치구이랑 조림이 다 먹고 싶어서 찾아보다 셋트에 조림이랑 갈치구이 다 나오는 곳 발견해서 왔어요! 셋트라고 해서 조림은 몇 조각 안 나올 줄 알았는데 한마리 다 들어있는 것 같았어요 둘이서 배 터지게 먹고 나왔네용ㅎㅎㅎ 갈치구이도 짭쪼롬하고 고소해서 밥도둑이네요👍🏻 이제 먹은거 소화시키러 운동하러 갑니닿ㅎㅎ,2.20.화
102,제주오성 갈치조림 제주도 중문 본점,말하는대로되네,"지인소개로 갔는데 강추네요
사장님도 너무친절하시고  처음이라고하니 맛있게 먹는법도 알려주시고 배부르게먹고왔네요
다음에도  오려구 친구가하고갑니다",2.14.수
103,제주오성 갈치조림 제주도 중문 본점,Erun,"제주도 맛집 검색해서 다녀왔어요! 갈치도 엄청 크고 무엇보다 가시를 발라주셔서 맛있고 편하게 먹었어요 ㅎㅎㅎ 조림이랑 같이 먹으
니까 너무 맛있어요 👍👍",3.8.금
104,제주오성 갈치조림 제주도 중문 본점,효몬20,"가족들과 함께 방문했습니다! 구이, 조림, 밑반찬 모두 만족스러웠습니다! 제주오면 또 오고싶네용!:)",4.6.토
105,제주오성 갈치조림 제주도 중문 본점,jerrypaarkㅋ,"매장도 넓고  먹기  편하게 손질해주셔서 좋았어요 👍
음식도 맛있어서 다음에도 재방문 할꺼같아요 😀",4.5.금
106,제주오성 갈치조림 제주도 중문 본점,HeoZ,예전에 방문해서 먹었는데 맛있어서 부모님 모시고 또 방문했어요 ㅎㅎ 매장 넓고 아주 좋아요,4.11.목
107,제주오성 갈치조림 제주도 중문 본점,pla****,"뼈발레주셔서 아이도 먹기편하고 키즈룸도있어서 밥먹고 시간보내다갔어요
친절하신고 깨끗하고 좋아요",4.11.목
108,제주오성 갈치조림 제주도 중문 본점,DB7855,"부모님과 함께 왔는데 맛있게 잘 먹었습니다🐷

주차 공간도 있고, 매장도 넓고 깨끗해서 더 좋았습니다.",4.11.목
109,제주오성 갈치조림 제주도 중문 본점,소 희 14,"갈치조림이랑 구이랑 같이 먹고 싶어서 두가지 다하는 곳 찾고 있었는데, 구이랑 조림 구성이 정말 좋았어요! 기본 반찬도 잘나오고 양
도 진짜 많아서 잘 먹었어요! 엄청 배부르게 잘 먹었습니다",3.6.수
110,제주오성 갈치조림 제주도 중문 본점,손미현3,제주여행 중 방문했는데 갈치가 너무 신선하구 조림도 간이 딱!  직원분들고 친절하셔서 너무너무 맛있고 즐거운 점심식사였어요,4.2.화
111,제주오성 갈치조림 제주도 중문 본점,내동생49,처음 와봤는데 음식 양이 엄청 많고 완전 맛있어서 잘 먹었어요!! 다음에 또 오고 싶을 정도로 맛집이었네요ㅎㅎ,4.4.목
112,제주오성 갈치조림 제주도 중문 본점,wonyland,너무 맛있고 좋았어요!! 담에 오면 또 갈께요❤️❤️,3.25.월
113,제주오성 갈치조림 제주도 중문 본점,whd****,생선 안 먹는 남자친구랑 같이 갈치 먹으러 왔는데 생맛 하나도 안 나게 잘 먹었어요😋갈치조림랑 미역국도 너무 맛있게 먹고 직원분도 너무 친절하시네요~~~,3.13.수
114,제주오성 갈치조림 제주도 중문 본점,rlawldbs1136,가격 대비에 양이 너무 많고 갈치를 2마리를 먹은 느낌이예요 배부르게 잘 먹었어요!!,4.3.수
115,제주오성 갈치조림 제주도 중문 본점,포동마미,"기본찬도 맛있고 생선도 신선하고 맛있네요^^
많이 파세요~",3.24.일
116,제주오성 갈치조림 제주도 중문 본점,제주윤설,"먹기 좋게 손질해주는 갈치구이 😋
김 + 밥 + 갈치 + 양파지의 조화 처음먹어보는 새로운 맛 밥한공기 뚝딱했어요 💕  
갈치구이랑 갈치조림까지 한번에 2가지 갈치요리 배부르게 잘 먹고 갑니다 ❤️ 🥰 ",2.27.화
117,제주오성 갈치조림 제주도 중문 본점,으잉901,"갈치구이가 짭짤해서 진짜 맛있어요! 원래 비린거 싫어해서 생선구이 먹으면 비늘부분 떼고 먹는데 여기 갈치구이는 하나도 안비리고 오히려 비늘쪽이 짭잘해서 다 먹었어요!
인테리어도 깔끔하고 서빙하는 기계가 신기하고 귀여웠습니다 ㅎㅎ",2.16.금
118,제주오성 갈치조림 제주도 중문 본점,뚜쉬뚜쉬37,"신혼여행으로 제주도 왔다가 갈치구이 먹고싶어서 들렀는데 세트메뉴가 알차서 시켜봤어요! 양이 많고 맛도 정말 굿입니당! 갈치도 직
접 싹 발라주시고 밑반찬도 너무 맛있어요 매장도 청결하고 다시 오고 싶은 가게입니다 최고!",2.25.일
119,제주오성 갈치조림 제주도 중문 본점,두기몽실,"10세.입짧은7세.3세 아이들과 함께했는데 아이들은 구이 어른들은 칼칼한 조림 가족 모두가 만족하는 식사였어요! 아기 또 줘 또 줘 할 
정도로 아이들이 잘 먹었네요^^ 한 가지 아쉬운점은 입장 당시 9시까지 식사가능 이라고 하셨는데 주문을7시 반에 하고 음식이 8시에 
나와서 그랬어요..음식을 천천히 먹는편이라..식사시간이 오래 걸리시는 분들은 일찍 가셔요^^ 음식은 맛 있어요^^",1.13.토
